DUID,REGIONID,CONNECTIONPOINTID,STATIONID,FY15-16,FY16-17,FY17-18,FY18-19,FY19-20,FY20-21,FY21-22,FY22-23,FY23-24,FY24-25,FY25-26,FY26-27,LATEST_MLF,PREV_MLF,YOY_CHANGE,YOY_PCT_CHANGE,STATION_NAME,FUEL_SOURCE,FUEL_CATEGORY,TECHNOLOGY,CAPACITY_MW,DUID_TYPE,STATUS
MP1,NSW1,NMTP1,MP,0.9744,0.9753,0.9725,0.9738,0.9714,0.9745,0.9726,0.972,0.9717,0.9706,0.9727,0.971,0.971,0.9727,-0.0017,-0.17,Mt Piper Power Station,Black Coal,Fossil,Steam Sub-Critical,700.0,Generator,Active
GLBWNHYD,NSW1,NMRK2G,GLBWNHYD,0.9828,0.9754,0.9637,0.9659,0.9728,0.9784,0.9764,0.9788,0.9774,0.9797,0.9741,0.9721,0.9721,0.9741,-0.002,-0.21,Glenbawn Hydro Power Station,Water,Hydro,Hydro - Gravity,5.5,Generator,Active
GLENNCRK,NSW1,NMRK3T,GLENNCRK,0.9828,0.9754,0.9637,0.9659,0.9728,0.9784,0.9764,0.9788,0.9774,0.9797,0.9741,0.9721,0.9721,0.9741,-0.002,-0.21,Glennies Creek Power Station,Waste Coal Mine Gas,Fossil,Compression Reciprocating Engine,12.78,Generator,Active
TUMUT1-4,NSW1,NUTS14,TUMUT1,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.0,0.0,TUMUT1,,,,82.0,Generator,Active
TUMUT2-1,NSW1,NUTS21,TUMUT2,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.0,0.0,TUMUT2,,,,72.0,Generator,Active
TUMUT2-2,NSW1,NUTS22,TUMUT2,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.0,0.0,TUMUT2,,,,72.0,Generator,Active
TUMUT2-3,NSW1,NUTS23,TUMUT2,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.0,0.0,TUMUT2,,,,72.0,Generator,Active
TUMUT2-4,NSW1,NUTS24,TUMUT2,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.0,0.0,TUMUT2,,,,72.0,Generator,Active
TUMUT1-3,NSW1,NUTS13,TUMUT1,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.0,0.0,TUMUT1,,,,82.0,Generator,Active
TUMUT1-1,NSW1,NUTS11,TUMUT1,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.0,0.0,TUMUT1,,,,82.0,Generator,Active
TUMUT1-2,NSW1,NUTS12,TUMUT1,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.9768,0.0,0.0,TUMUT1,,,,82.0,Generator,Active
CG4,NSW1,NCLG4D,COLONGRA,0.9793,0.9872,0.9831,0.9827,0.9852,0.9819,0.9851,0.9864,0.9831,0.9828,0.9849,0.9792,0.9792,0.9849,-0.0057,-0.58,Colongra Power Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),181.0,Generator,Active
CG1,NSW1,NCLG1D,COLONGRA,0.9793,0.9872,0.9831,0.9827,0.9852,0.9819,0.9851,0.9864,0.9831,0.9828,0.9849,0.9792,0.9792,0.9849,-0.0057,-0.58,Colongra Power Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),181.0,Generator,Active
CG2,NSW1,NCLG2D,COLONGRA,0.9793,0.9872,0.9831,0.9827,0.9852,0.9819,0.9851,0.9864,0.9831,0.9828,0.9849,0.9792,0.9792,0.9849,-0.0057,-0.58,Colongra Power Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),181.0,Generator,Active
CG3,NSW1,NCLG3D,COLONGRA,0.9793,0.9872,0.9831,0.9827,0.9852,0.9819,0.9851,0.9864,0.9831,0.9828,0.9849,0.9792,0.9792,0.9849,-0.0057,-0.58,Colongra Power Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),181.0,Generator,Active
ERGT01,NSW1,NEP35B,ERGT01,0.9856,0.9829,0.982,0.9828,0.9836,0.9835,0.9849,0.9865,0.9848,0.9855,0.9846,0.9831,0.9831,0.9846,-0.0015,-0.15,Eraring Power Station,Diesel,Fossil,Open Cycle Gas turbines (OCGT),41.5,Generator,Active
ER02,NSW1,NEPS2,ERARING,0.9856,0.9829,0.982,0.9828,0.9836,0.9835,0.9849,0.9865,0.9848,0.9855,0.9846,0.9831,0.9831,0.9846,-0.0015,-0.15,Eraring Power Station,Black Coal,Fossil,Steam Sub-Critical,720.0,Generator,Active
ER01,NSW1,NEPS1,ERARING,0.9856,0.9829,0.982,0.9828,0.9836,0.9835,0.9849,0.9865,0.9848,0.9855,0.9846,0.9831,0.9831,0.9846,-0.0015,-0.15,Eraring Power Station,Black Coal,Fossil,Steam Sub-Critical,720.0,Generator,Active
HEZ1,NSW1,NNEE1H,HEZ1,,,,,,,0.9897,0.992,0.9899,0.9896,0.9931,0.9831,0.9831,0.9931,-0.01,-1.01,Hunter Economic Zone,Diesel,Fossil,Compression Reciprocating Engine,28.0,Generator,Active
SHGEN,NSW1,NSHL,SHOALHAV,0.9838,0.9904,0.9931,0.9981,0.9769,0.9809,0.9763,0.9733,0.9732,0.9679,0.9772,0.9842,0.9842,0.9772,0.007,0.72,Shoalhaven Power Station (Bendeela And Kangaroo Valley Power Station And Pumps),Water,Hydro,Hydro - Gravity,240.0,Generator,Active
ER04,NSW1,NEPS4,ERARING,0.9867,0.9846,0.9846,0.9853,0.9845,0.9845,0.9858,0.9877,0.9856,0.9855,0.9854,0.9849,0.9849,0.9854,-0.0005,-0.05,Eraring Power Station,Black Coal,Fossil,Steam Sub-Critical,720.0,Generator,Active
ER03,NSW1,NEPS3,ERARING,0.9867,0.9846,0.9846,0.9853,0.9845,0.9845,0.9858,0.9877,0.9856,0.9855,0.9854,0.9849,0.9849,0.9854,-0.0005,-0.05,Eraring Power Station,Black Coal,Fossil,Steam Sub-Critical,720.0,Generator,Active
VPNL1,NSW1,NVPPL,VP,0.9877,0.9853,0.9845,0.9851,0.9865,0.9857,0.9872,0.9892,0.9869,0.9874,0.9868,0.9863,0.9863,0.9868,-0.0005,-0.05,"Vales Point ""B"" Power Station",,Fossil,,25.0,Generator,Active
VP5,NSW1,NVPP5,VP,0.9877,0.9853,0.9845,0.9851,0.9865,0.9857,0.9872,0.9892,0.9869,0.9874,0.9868,0.9863,0.9863,0.9868,-0.0005,-0.05,"Vales Point ""B"" Power Station",Black Coal,Fossil,Steam Sub-Critical,660.0,Generator,Active
VP6,NSW1,NVPP6,VP,0.9877,0.9853,0.9845,0.9851,0.9865,0.9857,0.9872,0.9892,0.9869,0.9874,0.9868,0.9863,0.9863,0.9868,-0.0005,-0.05,"Vales Point ""B"" Power Station",Black Coal,Fossil,Steam Sub-Critical,660.0,Generator,Active
JOUNAMA1,NSW1,NTU21J,JOUNAMA,0.991,1.0314,1.0748,1.0438,0.984,0.9913,0.9838,0.9735,0.9559,0.9519,0.9673,0.9887,0.9887,0.9673,0.0214,2.21,Jounama Small Hydro Power Station,Water,Hydro,Hydro - Gravity,14.0,Generator,Active
TUMT3NL1,NSW1,NTU2L1,SNOWY1,0.991,1.0314,1.0748,1.0438,0.984,0.9913,0.9838,0.9735,0.9559,0.9519,0.9673,0.9887,0.9887,0.9673,0.0214,2.21,Tumut 3 Power Station,,Hydro,,25.0,Generator,Active
TUMT3NL2,NSW1,NTU2L2,SNOWY1,0.991,1.0314,1.0748,1.0438,0.984,0.9913,0.9838,0.9735,0.9559,0.9519,0.9673,0.9887,0.9887,0.9673,0.0214,2.21,Tumut 3 Power Station,,Hydro,,25.0,Generator,Active
TUMT3NL3,NSW1,NTU2L3,SNOWY1,0.991,1.0314,1.0748,1.0438,0.984,0.9913,0.9838,0.9735,0.9559,0.9519,0.9673,0.9887,0.9887,0.9673,0.0214,2.21,Tumut 3 Power Station,,Hydro,,25.0,Generator,Active
SHPUMP,NSW1,,,,,,,,,,,,,,0.9892,0.9892,,,,Shoalhaven Power Station (Bendeela And Kangaroo Valley Power Station And Pumps),-,Other,-,240.0,Generator,Active
ERB01,NSW1,NERB1E,ERBESS,,,,,,,,,,0.9925,0.9901,0.9903,0.9903,0.9901,0.0002,0.02,Eraring Battery Energy Storage System,,,,,Ancillary Service,Active
ERNL1,NSW1,NEPSL,ERARING,0.9867,0.9846,0.9846,0.9853,0.9845,0.9907,0.9917,0.9942,0.9926,0.992,0.9916,0.9905,0.9905,0.9916,-0.0011,-0.11,ERARING POWER STATION,,Fossil,,25.0,Generator,Active
TALWB1,NSW1,NDTB1T,TALLAWAR,,,,,,,,,0.9845,0.9843,0.9924,0.9908,0.9908,0.9924,-0.0016,-0.16,Tallawarra Power Station,Natural Gas,Fossil,Open Cycle Gas Turbine (OCGT),320.0,Generator,Active
BROWNMT,NSW1,NCMA1,BROWNMT,0.9763,1.0106,1.0387,1.0307,0.9797,0.9809,0.9673,0.9625,0.9679,0.9614,0.9792,0.9912,0.9912,0.9792,0.012,1.23,Brown Mountain Hydro Power Station,Water,Hydro,Hydro - Gravity,5.0,Generator,Active
JNDABNE1,NSW1,NCMA2,JNDSHPS,0.9763,1.0106,1.0387,1.0307,0.9797,0.9809,0.9673,0.9625,0.9679,0.9614,0.9792,0.9912,0.9912,0.9792,0.012,1.23,Jindabyne Small Hydro Power Station,Water,Hydro,Hydro - Gravity,1.1,Generator,Active
JACKSGUL,NSW1,NLP11,JACKSGUL,1.0018,1.0035,1.0041,1.0033,1.001,1.001,1.001,1.001,0.9929,0.9924,0.9914,0.9917,0.9917,0.9914,0.0003,0.03,Jacks Gully Landfill Gas Power Station,Landfill Methane / Landfill Gas,Other Renewable,Compression Reciprocating Engine,2.3,Generator,Active
TALWA1,NSW1,NDT13T,TALLAWAR,0.9912,0.9967,1.0013,1.0001,0.9893,0.9913,0.9912,0.9901,0.9856,0.9861,0.9893,0.9925,0.9925,0.9893,0.0032,0.32,Tallawarra Power Station,Natural Gas,Fossil,Combined Cycle Gas Turbine (CCGT),440.0,Generator,Active
SHOAL1,NSW1,NDT15S,SHOALC,,,,,,,,,0.9888,0.9893,0.9934,0.9934,0.9934,0.9934,0.0,0.0,Shoalhaven Starches Cogeneration Plant,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),54.0,Generator,Active
WESTILL1,NSW1,NDT14E,WESTILLA,0.9916,0.9986,1.0023,1.0037,0.9929,0.9967,0.9929,0.9934,0.9895,0.9893,0.9934,0.994,0.994,0.9934,0.0006,0.06,West Illawarra Leagues Club Plant,Diesel,Fossil,Compression Reciprocating Engine,1.0,Generator,Active
THEDROP1,NSW1,NFNY1D,THEDROP,0.967,1.0157,1.1256,1.1441,0.9895,0.9537,0.9686,0.9708,0.9687,0.9563,0.9712,0.9944,0.9944,0.9712,0.0232,2.39,The Drop Power Station,Water,Hydro,Run of River,2.5,Generator,Active
APPIN,NSW1,NAPP1A,APPIN,0.9998,0.9986,1.0,1.001,0.9953,0.9978,0.9975,0.9973,0.995,0.9929,0.995,0.9948,0.9948,0.995,-0.0002,-0.02,Appin Power Plant,Waste Coal Mine Gas,Fossil,Spark Ignition Reciprocating Engine,55.6,Generator,Active
WTAHB1,NSW1,NMWB1W,WTAHBESS,,,,,,,,,,0.997,0.9923,0.9972,0.9972,0.9923,0.0049,0.49,Waratah Super Battery,Grid,Battery,Battery and Inverter,1095.84,Generator,Active
WYANGALB,NSW1,NCW82B,WYANGALB,1.0099,1.0355,1.0435,1.0411,1.0314,1.0009,0.9721,0.9746,0.9378,0.9971,0.9858,0.998,0.998,0.9858,0.0122,1.24,Wyangala B Power Station,Water,Hydro,Hydro - Gravity,4.0,Generator,Active
WYANGALA,NSW1,NCW81A,WYANGALA,1.0099,1.0355,1.0435,1.0411,1.0314,1.0009,0.9721,0.9746,0.9378,0.9971,0.9858,0.998,0.998,0.9858,0.0122,1.24,Wyangala A Power Station,Water,Hydro,Hydro - Gravity,20.0,Generator,Active
QBYNB1,NSW1,NQBB3Q,QBYNBESS,,,,,,,,,,0.9795,1.0072,0.9982,0.9982,1.0072,-0.009,-0.89,Queanbeyan BESS,Grid,Battery,Battery and Inverter,10.0,Generator,Active
LUCASHGT,NSW1,NSYS2G,LUCAS2S2,1.0016,1.0029,1.0033,1.0036,1.0001,1.0009,1.0015,1.0009,0.9988,0.9984,0.9987,0.9983,0.9983,0.9987,-0.0004,-0.04,Lucas Heights 2 Power Station,Landfill Methane / Landfill Gas,Other Renewable,Spark Ignition Reciprocating Engine,12.65,Generator,Active
LUCAS2S2,NSW1,NSYS1,LUCAS2S2,1.0016,1.0029,1.0033,1.0036,1.0001,1.0009,1.0015,1.0009,0.9988,0.9984,0.9987,0.9983,0.9983,0.9987,-0.0004,-0.04,Lucas Heights 2 Power Station,Landfill Methane / Landfill Gas,Other Renewable,Compression Reciprocating Engine,4.6,Generator,Active
GRANGEAV,NSW1,NVYD1,GRANGEAV,0.9996,0.9991,0.9989,0.9991,0.9997,0.9997,1.0,1.0001,0.9998,0.9998,0.9995,0.9993,0.9993,0.9995,-0.0002,-0.02,Grange Avenue Landfill Gas Power Station,Landfill Methane / Landfill Gas,Other Renewable,Spark Ignition Reciprocating Engine,2.0,Generator,Active
TOWER,NSW1,NLP11T,TOWER,1.002,1.0019,1.0022,1.0024,1.0009,1.0012,1.0015,1.0011,0.9999,0.9998,1.001,0.9998,0.9998,1.001,-0.0012,-0.12,Tower Power Plant,Waste Coal Mine Gas,Fossil,Spark Ignition Reciprocating Engine,41.2,Generator,Active
TAHMOOR1,NSW1,NLP12T,TAHMOOR,1.001,1.0019,1.0022,1.0024,1.0009,1.0012,1.0015,1.0011,0.9999,0.9998,1.001,0.9998,0.9998,1.001,-0.0012,-0.12,Tahmoor Waste Coal Mine Gas Power Station,Waste Coal Mine Gas,Fossil,Spark Ignition Reciprocating Engine,7.042,Generator,Active
DG_NSW1,NSW1,NDNSG,DG_NSW1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,NSW1 Dummy Generator,,,,3000.0,Generator,Active
STGEORG1,NSW1,NPHT1E,STGEORGE,1.0059,1.0071,1.0069,1.0063,1.003,1.0035,1.0045,1.0037,1.0013,1.0009,1.0013,1.0008,1.0008,1.0013,-0.0005,-0.05,St George Leagues Plant,,Fossil,,1.0,Generator,Active
SITHE01,NSW1,NSYW1,SITHE,1.0018,1.0035,1.0041,1.0,1.0029,1.0025,1.0017,1.0018,1.0015,1.0015,1.0017,1.0015,1.0015,1.0017,-0.0002,-0.02,Smithfield Energy Facility,Natural Gas,Fossil,Combined Cycle Gas Turbine (CCGT),125.0,Generator,Active
EASTCRK2,NSW1,NSW23L,EASTCRK2,1.0021,1.0021,1.0021,1.0021,1.0021,1.001,1.001,1.001,1.001,1.001,1.0016,1.0016,1.0016,1.0016,0.0,0.0,Eastern Creek 2 Gas Utilisation Facility,Landfill Methane / Landfill Gas,Other Renewable,Spark Ignition Reciprocating Engine,6.738,Generator,Active
EASTCRK,NSW1,NSW21,EASTCRK,1.0018,1.0035,1.0041,1.0033,1.001,1.001,1.001,1.001,1.001,1.001,1.0016,1.0016,1.0016,1.0016,0.0,0.0,Eastern Creek LFG PS Units 1-4,Landfill Methane / Landfill Gas,Other Renewable,Spark Ignition Reciprocating Engine,5.056,Generator,Active
WALGRV1,NSW1,NSWB3W,WALGBESS,,,,,,,,,,1.0009,1.0015,1.0017,1.0017,1.0015,0.0002,0.02,Wallgrove BESS 1,Grid,Battery,Battery and Inverter,50.0,Generator,Active
SMTHBES1,NSW1,NHLB1S,SMTHBESS,,,,,,,,,,,1.0017,1.0019,1.0019,1.0017,0.0002,0.02,"Smithfield Battery Energy Storage System, Units 1 - 36",Grid,Battery,Battery and Inverter,69.4,Generator,Active
CESF1,NSW1,AQB21C,CESF,0.9924,1.0257,1.0563,1.0438,0.989,0.9982,0.9882,0.9866,0.9867,0.9751,0.9954,1.0026,1.0026,0.9954,0.0072,0.72,Capital East Solar Farm,Solar,Solar,Photovoltaic Flat panel,0.205,Generator,Active
TARALGA1,NSW1,NMR22T,TARALGA,0.9844,0.9922,0.9998,0.9977,1.0086,1.0103,1.0122,1.0118,1.0095,1.0088,0.9971,1.0029,1.0029,0.9971,0.0058,0.58,Taralga Wind Farm,Wind,Wind,Wind - Onshore,106.8,Generator,Active
WDLNGN01,NSW1,NMR21W,WDLNGN,0.9844,0.9922,0.9998,0.9977,1.0086,1.0103,1.0122,1.0118,1.0095,1.0088,0.9971,1.0029,1.0029,0.9971,0.0058,0.58,Woodlawn Bioreactor Energy Generation Station,Landfill Methane / Landfill Gas,Other Renewable,Compression Reciprocating Engine,7.0,Generator,Active
FLYCRKWF,NSW1,NONF1F,FLYCRKWF,,,,,,,,,1.0266,1.0205,1.0278,1.0047,1.0047,1.0278,-0.0231,-2.25,Flyers Creek Wind Farm,Wind,Wind,Wind - Onshore,145.0,Generator,Active
GUTHNL1,NSW1,NMY11,SNOWY3,0.9549,1.0148,1.0426,1.0256,0.9922,0.9865,0.9762,0.9633,0.9838,0.9795,1.0003,1.0048,1.0048,1.0003,0.0045,0.45,Guthega Power Station,,Hydro,,25.0,Generator,Active
TUMUT3-1,NSW1,NLTS31,TUMUT3,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,0.0,0.0,TUMUT3,,,,250.0,Generator,Active
TUMUT3-2,NSW1,NLTS32,TUMUT3,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,0.0,0.0,TUMUT3,,,,250.0,Generator,Active
TUMUT3-3,NSW1,NLTS33,TUMUT3,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,0.0,0.0,TUMUT3,,,,250.0,Generator,Active
TUMUT3-4,NSW1,NLTS34,TUMUT3,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,0.0,0.0,TUMUT3,,,,250.0,Generator,Active
TUMUT3-5,NSW1,NLTS35,TUMUT3,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,0.0,0.0,TUMUT3,,,,250.0,Generator,Active
TUMUT3-6,NSW1,NLTS36,TUMUT3,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,1.0092,0.0,0.0,TUMUT3,,,,250.0,Generator,Active
CAPBES1,NSW1,NQBC3C,CBESS,,,,,,,,,,1.0084,1.0389,1.0263,1.0263,1.0389,-0.0126,-1.21,Capital Battery,Grid,Battery,Battery and Inverter,125.0,Generator,Active
REDBANK1,NSW1,NMRK1,REDBANK1,0.9843,,,,,,,,,,,,,,,,Redbank Power Station,,,,150.0,Generator,Retired
HEZ,NSW1,NKU31H,HEZ,0.9969,0.9967,,,,,,,,,,,,,,,Hunter Economic Zone Power Station,,Fossil,,29.0,Generator,Retired
BANKSPT1,NSW1,NSYS3R,BANKSPT,1.0016,1.0029,1.0033,,,,,,,,,,,,,,Bankstown Sports Club Plant Units,,Fossil,,1.0,Generator,Retired
AWABAREF,NSW1,NNEW2,AWABAREF,0.9926,0.9907,0.9892,0.9901,,,,,,,,,,,,,Awaba Power Station,,Other Renewable,,1.0,Generator,Retired
NINEWIL1,NSW1,NSE21R,NINEWIL,1.0051,1.005,1.0048,1.0049,1.007,1.0058,,,,,,,,,,,Nine Network Willoughby Plant,,Fossil,,3.0,Generator,Retired
TERALBA,NSW1,NNEW1,TERALBA,0.9926,0.9907,0.9892,0.9901,0.9904,0.9907,0.9917,,,,,,,,,,TERALBA POWER STATION,,Other Renewable,,3.0,Generator,Retired
WOYWOY1,NSW1,NGF32W,WOYWOY,1.0017,1.0015,1.0008,1.0011,1.0036,1.0019,1.0037,,,,,,,,,,Woy Woy Landfill Site,,Other Renewable,,1.0,Generator,Retired
HVGTS,NSW1,NLD31,HUNTVGT,0.974,0.9679,0.9582,0.9596,0.9654,0.9673,0.9652,,,,,,,,,,Hunter Valley Gas Turbine,,,,,Unknown,Retired
AGLSITA1,NSW1,NLP13K,AGLSITA,,1.0019,1.0022,1.0024,1.0009,1.0012,1.0015,,,,,,,,,,AGL KEMPS CREEK,,Other Renewable,,1.0,Generator,Retired
AGLNOW1,NSW1,NDT12,AGLNOW1,0.9916,0.9986,1.0023,1.0037,0.9929,0.9967,0.9929,,,,,,,,,,West Nowra Landfill Gas Power Generation Facility,,Other Renewable,,1.0,Generator,Retired
KINCUM1,NSW1,NGF31K,KINCUMB,1.0017,1.0015,1.0008,1.0011,1.0036,1.0019,1.0037,,,,,,,,,,Kincumber Landfill Site,,Other Renewable,,1.0,Generator,Retired
LD03,NSW1,NLDP3,LIDDELL,0.9676,0.9593,0.9509,0.9537,0.9593,0.9631,0.9628,,,,,,,,,,Liddell Power Station,,Fossil,,500.0,Generator,Retired
LD04,NSW1,NLDP4,LIDDELL,0.9676,0.9593,0.9509,0.9537,0.9593,0.9631,0.9628,0.9659,,,,,,,,,Liddell Power Station,,Fossil,,500.0,Generator,Retired
LD02,NSW1,NLDP2,LIDDELL,0.9676,0.9593,0.9509,0.9537,0.9593,0.9631,0.9628,0.9659,,,,,,,,,Liddell Power Station,,Fossil,,500.0,Generator,Retired
LD01,NSW1,NLDP1,LIDDELL,0.9676,0.9593,0.9509,0.9537,0.9593,0.9631,0.9628,0.9659,,,,,,,,,Liddell Power Station,,Fossil,,500.0,Generator,Retired
WALGRVG1,NSW1,NSWB1W,WALGBESS,,,,,,,1.0011,1.001,1.001,1.001,,,,,,,Wallgrove BESS 1,,Battery,,50.0,Generator,Retired
MLLFGEF1,NSW1,AGLM1M,MLLFGEF,,,,,,,0.9683,0.9687,0.9663,0.9567,,,,,,,Mugga Lane Landfill Gas To Energy Facility,,Other Renewable,,4.0,Generator,Retired
BHBG1,NSW1,NBKB1B,BHBESS,,,,,,,,,0.8671,0.8423,,,,,,,Broken Hill Battery Energy Storage System,,Battery,,66.0,Generator,Retired
CAPBES1G,NSW1,NQBC1C,CBESS,,,,,,,,,0.9704,0.9337,,,,,,,Capital Battery,,Battery,,125.0,Generator,Retired
QBYNBG1,NSW1,NQBB1Q,QBYNBESS,,,,,,,,0.9752,0.979,0.9571,,,,,,,Queanbeyan BESS,,Battery,,10.0,Generator,Retired
RIVNBG2,NSW1,NRB21R,RESS2,,,,,,,,0.9058,0.9106,0.9048,,,,,,,Riverina Energy Storage System 2,,Battery,,65.0,Generator,Retired
DPNTBG1,NSW1,NRDP1D,DPNTBESS,,,,,,,,0.9402,0.9089,0.9048,,,,,,,Darlington Point Energy Storage System,,Battery,,25.0,Generator,Retired
RESS1G,NSW1,NRBB1R,RESS1,,,,,,,,0.9286,0.9089,0.8702,,,,,,,Riverina BESS 1,,Battery,,80.0,Generator,Retired
WESTCBT1,NSW1,NING1C,WESTCBT,0.9991,1.0005,1.0001,1.0006,0.9973,0.9983,0.9987,0.9976,0.9958,0.9954,0.9961,,,0.9961,,,Western Suburbs League Club (Campbelltown) Plant,,Fossil,,1.0,Generator,Active
CLARESF1,QLD1,QCLA1C,CLARESF,,,0.9823,0.8727,0.8596,0.8647,0.9197,0.9177,0.8981,0.9116,0.9363,0.8572,0.8572,0.9363,-0.0791,-8.45,Clare Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,110.262,Generator,Active
HAMISF1,QLD1,QSLD1H,HAMISF,,,0.9638,0.8741,0.8573,0.8743,0.9239,0.9238,0.906,0.9305,0.9385,0.872,0.872,0.9385,-0.0665,-7.09,Hamilton Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,57.5,Generator,Active
CSPVPS1,QLD1,QCOS1C,CSPVPS,,,,0.8719,0.8585,0.8738,0.9247,0.9268,0.9132,0.9356,0.9413,0.8731,0.8731,0.9413,-0.0682,-7.25,Collinsville Solar PV Power Station,Solar,Solar,Photovoltaic Flat Panel,42.0,Generator,Active
WHITSF1,QLD1,QSLS1W,WHITSF,,,0.9569,0.8741,0.8573,0.8743,0.9231,0.9218,0.901,0.9204,0.9398,0.8736,0.8736,0.9398,-0.0662,-7.04,Whitsunday Solar Farm,Solar,Solar,Photovoltaic Tracking Flat Panel,57.5,Generator,Active
DAYDSF1,QLD1,QCCK1D,DAYDSF,,,,0.8836,0.8494,0.8825,0.9268,0.9296,0.9098,0.9306,0.9396,0.8758,0.8758,0.9396,-0.0638,-6.79,Daydream Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,167.0,Generator,Active
HAYMSF1,QLD1,QCCK2H,HAYMSF,,,,0.8836,0.8494,0.8825,0.9268,0.9296,0.9098,0.9306,0.9396,0.8758,0.8758,0.9396,-0.0638,-6.79,Hayman Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,57.75,Generator,Active
HAUGHT11,QLD1,QHAR1H,HAUGHT1,,,,0.8623,0.8701,0.8765,0.9356,0.93,0.9151,0.9332,0.9475,0.8766,0.8766,0.9475,-0.0709,-7.48,Haughton Solar Farm Stage 1,Solar,Solar,Photovoltaic Tracking Flat panel,132.0,Generator,Active
LILYSF1,QLD1,QBDR1L,LILYVASF,,,,0.8855,0.8692,0.8904,0.9276,0.9323,0.9064,0.9295,0.9379,0.8824,0.8824,0.9379,-0.0555,-5.92,Lilyvale Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,118.0,Generator,Active
RRSF1,QLD1,QROG3R,RRSF,,,1.0114,0.8842,0.8678,0.8907,0.9395,0.9369,0.9222,0.9385,0.9516,0.8832,0.8832,0.9516,-0.0684,-7.19,Ross River Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,128.0,Generator,Active
KSP1,QLD1,QROG1K,KSP1,,,1.0149,0.8842,0.8678,0.8907,0.9395,0.9369,0.9222,0.9385,0.9516,0.8832,0.8832,0.9516,-0.0684,-7.19,Kidston Solar Project Phase One,Solar,Solar,Photovoltaic Flat panel,50.0,Generator,Active
HUGSF1,QLD1,QROG2H,HUGSF,,,1.0115,0.8842,0.8678,0.8907,0.9395,0.9369,0.9222,0.9385,0.9516,0.8832,0.8832,0.9516,-0.0684,-7.19,Hughenden Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,20.97,Generator,Active
MOUSF1,QLD1,QMRR1M,MOUSF,,,,,,,,0.9224,0.9081,0.9319,0.9328,0.885,0.885,0.9328,-0.0478,-5.12,Moura Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,99.0,Generator,Active
MIDDLSF1,QLD1,QLIS2M,MIDDLESF,,,,,,0.882,0.9237,0.9333,0.9111,0.9331,0.9381,0.8854,0.8854,0.9381,-0.0527,-5.62,Middlemount Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,30.0,Generator,Active
