DUID,REGIONID,CONNECTIONPOINTID,STATIONID,FY15-16,FY16-17,FY17-18,FY18-19,FY19-20,FY20-21,FY21-22,FY22-23,FY23-24,FY24-25,FY25-26,FY26-27,LATEST_MLF,PREV_MLF,YOY_CHANGE,YOY_PCT_CHANGE,STATION_NAME,FUEL_SOURCE,FUEL_CATEGORY,TECHNOLOGY,CAPACITY_MW,DUID_TYPE,STATUS
HASTING1,VIC1,VTBT1H,HASTING,,,,,,,,,0.996,0.9959,0.9964,0.9969,0.9969,0.9964,0.0005,0.05,Hastings Generation Site,,,,14.0,Generator,Active
MRNBESS1,VIC1,VTB21M,MRNBESS,,,,,,,,,,,0.9984,0.9971,0.9971,0.9984,-0.0013,-0.13,Mornington BESS,Grid,Battery,Battery,336.0,Generator,Active
CHYTWF1,VIC1,VSM71C,CHYTWF,,,,,0.9944,0.9958,0.9959,0.9955,0.9974,0.9976,0.998,0.9977,0.9977,0.998,-0.0003,-0.03,Cherry Tree Wind Farm,Wind,Wind,Wind - Onshore,57.6,Generator,Active
WOLLERT1,VIC1,VSMT1W,WOLLERT,0.9987,0.9985,0.998,0.9979,0.9941,0.9954,0.9956,0.9951,0.9975,0.9977,0.9981,0.9978,0.9978,0.9981,-0.0003,-0.03,Wollert Renewable Energy Facility,Landfill Methane / Landfill Gas,Other Renewable,Spark Ignition Reciprocating Engine,7.0,Generator,Active
RUBICON,VIC1,VTT21R,RUBICON,1.0,1.0,1.0,0.9979,0.9941,0.9954,0.9956,0.9951,0.9975,0.9977,0.9981,0.9978,0.9978,0.9981,-0.0003,-0.03,Rubicon Mountain Streams Station,Water,Hydro,Hydro - Gravity,13.0,Generator,Active
EILDON3,VIC1,VTT22E,EILDONPD,1.0,0.9985,0.998,0.9979,0.9941,0.9954,0.9956,0.9951,0.9975,0.9977,0.9981,0.9978,0.9978,0.9981,-0.0003,-0.03,Eildon Power Station,Water,Hydro,Run of River,4.5,Generator,Active
CLAYTON,VIC1,VSV21B,CLAYTON,0.997,0.9972,0.9989,0.9986,0.9987,0.9984,0.9957,0.9972,1.0001,0.9978,0.9977,0.9982,0.9982,0.9977,0.0005,0.05,Clayton Landfill Gas Power Station,Landfill Methane / Landfill Gas,Other Renewable,Spark Ignition Reciprocating Engine,11.0,Generator,Active
LNGS2,VIC1,VAT22L,LNGS,0.9985,1.001,1.0081,1.0018,0.9944,0.991,0.9936,0.9949,0.9979,0.9975,0.9982,0.9999,0.9999,0.9982,0.0017,0.17,Laverton North Power Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),156.0,Generator,Active
LNGS1,VIC1,VAT21L,LNGS,0.9985,1.001,1.0081,1.0018,0.9944,0.991,0.9936,0.9949,0.9979,0.9975,0.9982,0.9999,0.9999,0.9982,0.0017,0.17,Laverton North Power Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),156.0,Generator,Active
DG_VIC1,VIC1,VDNSG,DG_VIC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,VIC1 Dummy Generator,,,,3000.0,Generator,Active
PORTWF,VIC1,VAPD3W,PORTWF,1.0033,1.0135,1.0121,1.0058,0.9922,0.9913,0.9908,0.9945,0.9983,0.9936,1.0003,1.0003,1.0003,1.0003,0.0,0.0,Portland Wind Farm,,Wind,,148.0,Generator,Active
CLOVER,VIC1,VMBT1,CLOVER,1.0285,1.0285,1.0285,0.9882,1.0192,1.0235,1.0292,1.019,1.0335,1.0284,1.0191,1.0012,1.0012,1.0191,-0.0179,-1.76,Clover Power Station,Water,Hydro,Hydro - Gravity,37.5,Generator,Active
BROOKLYN,VIC1,VBL61,BROOKLYN,1.0053,1.0054,1.0069,1.0042,1.0027,1.0037,1.0062,1.0066,1.0032,1.0053,1.0062,1.0029,1.0029,1.0062,-0.0033,-0.33,Brooklyn LFG U1-3,Landfill Methane / Landfill Gas,Other Renewable,Spark Ignition Reciprocating Engine,2.83,Generator,Active
CBWF1,VIC1,VBE61C,CBWF,1.0672,1.0664,1.0398,1.0139,1.0012,1.0022,1.0101,1.0084,1.0165,1.0072,1.0166,1.0031,1.0031,1.0166,-0.0135,-1.33,Coonooer Bridge Wind Farm,Wind,Wind,Wind - Onshore,19.8,Generator,Active
YAWWF1,VIC1,VBE62Y,YAWWF,,,,1.0136,1.0012,1.0022,1.0101,1.0084,1.0165,1.0072,1.0166,1.0031,1.0031,1.0166,-0.0135,-1.33,Yawong Wind Farm,Wind,Wind,Wind - Onshore,7.2,Generator,Active
YWNGAHYD,VIC1,VSHT3Y,YWNGAHYD,1.0639,1.0502,1.0037,1.0002,1.0203,1.0289,1.0346,1.0313,1.041,1.0372,1.0315,1.0142,1.0142,1.0315,-0.0173,-1.68,Yarrawonga Hydro Power Station,Water,Hydro,Hydro - Gravity,9.0,Generator,Active
TATURA01,VIC1,VSHT1,TATURA,1.0639,1.0502,1.0037,1.0002,1.0203,1.0289,1.0346,1.0313,1.041,1.0372,1.0315,1.0142,1.0142,1.0315,-0.0173,-1.68,Tatura Biomass Generator,Sewerage / Waste Water,Other Renewable,Compression Reciprocating Engine,1.1,Generator,Active
SHEP1,VIC1,VSHT2S,SHEP1,1.0639,1.0502,1.0037,1.0002,1.0203,1.0289,1.0346,1.0313,1.041,1.0372,1.0315,1.0142,1.0142,1.0315,-0.0173,-1.68,Shepparton Wastewater Treatment Facility,Sewerage / Waste Water,Other Renewable,Compression Reciprocating Engine,1.1,Generator,Active
SNOWYGJP,VIC1,NGJP,SNWYGJP2,1.138,1.1115,1.0474,1.0124,1.0211,1.1231,1.135,1.0914,1.0783,1.093,1.0606,1.0587,1.0587,1.0606,-0.0019,-0.18,Jindabyne Pump At Guthega,,,,,Ancillary Service,Active
MORNL1,VIC1,VMWTL,ENERGYB,0.9799,,,,,,,,,,,,,,,,Energy Brix Complex Power Station,,Fossil,,25.0,Generator,Retired
APS,VIC1,VAPS,APS,0.9915,,,,,,,,,,,,,,,,ANGELSEA POWER STATION,,Fossil,,165.0,Generator,Retired
MOR1,VIC1,VMWT1,ENERGYB,0.9704,,,,,,,,,,,,,,,,Energy Brix Complex Power Station,,,,,Unknown,Retired
MOR3,VIC1,VMWP5,ENERGYB,0.9732,,,,,,,,,,,,,,,,Energy Brix Complex Power Station,,,,,Unknown,Retired
MOR2,VIC1,VMWP4,ENERGYB,0.9732,,,,,,,,,,,,,,,,Energy Brix Complex Power Station,,,,,Unknown,Retired
HWPS8,VIC1,VHWP8,HAZEL,0.9723,0.9701,,,,,,,,,,,,,,,Hazelwood Power Station,,Fossil,,200.0,Generator,Retired
HWPS7,VIC1,VHWP7,HAZEL,0.9723,0.9701,,,,,,,,,,,,,,,Hazelwood Power Station,,Fossil,,200.0,Generator,Retired
HWPS6,VIC1,VHWP6,HAZEL,0.9723,0.9701,,,,,,,,,,,,,,,Hazelwood Power Station,,Fossil,,200.0,Generator,Retired
HWPS5,VIC1,VHWP5,HAZEL,0.9723,0.9701,,,,,,,,,,,,,,,Hazelwood Power Station,,Fossil,,200.0,Generator,Retired
HWPS4,VIC1,VHWP4,HAZEL,0.9723,0.9701,,,,,,,,,,,,,,,Hazelwood Power Station,,Fossil,,200.0,Generator,Retired
HWPS3,VIC1,VHWP3,HAZEL,0.9723,0.9701,,,,,,,,,,,,,,,Hazelwood Power Station,,Fossil,,200.0,Generator,Retired
HWPS2,VIC1,VHWP2,HAZEL,0.9723,0.9701,,,,,,,,,,,,,,,Hazelwood Power Station,,Fossil,,220.0,Generator,Retired
HWPS1,VIC1,VHWP1,HAZEL,0.9723,0.9701,,,,,,,,,,,,,,,Hazelwood Power Station,,Fossil,,220.0,Generator,Retired
HWPNL1,VIC1,VHWPL,HAZEL,0.9723,0.9701,,,,,,,,,,,,,,,Hazelwood Power Station,,Fossil,,25.0,Generator,Retired
WYNDW,VIC1,VATS1,WYNDW,1.0032,1.0068,1.0084,,,,,,,,,,,,,,Wyndham Waste Disposal Facility,,Other Renewable,,1.0,Generator,Retired
MORNW,VIC1,VTBT1,MORNW,0.9924,0.9925,0.9963,,,,,,,,,,,,,,Mornington Waste Disposal Facility,,Other Renewable,,1.0,Generator,Retired
CORIO1,VIC1,VGT61C,CORIO,0.9987,1.0048,1.0055,1.0002,0.9908,0.9914,0.9918,0.9933,,,,,,,,,Corio Landfill Gas Power Station,,Other Renewable,,1.0,Generator,Retired
BERWICK,VIC1,VER21B,BERWICK,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,0.9923,,,,,,,,,Berwick Power Plant,,,,7.0,Generator,Retired
BROADMDW,VIC1,VTTS2B,BROADMDW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,Broadmeadows Landfill Gas Power Station,,Other Renewable,,5.0,Generator,Retired
SVALE1,VIC1,VSV22S,SVALE,0.997,0.9972,0.9989,0.9986,0.9987,0.9984,0.9957,0.9972,1.0001,,,,,,,,Springvale Landfill Gas Power Station,,Other Renewable,,5.0,Generator,Retired
VBBG1,VIC1,VMLB1V,VBB,,,,,,,0.982,0.9848,0.9885,0.9879,,,,,,,Victorian Big Battery,,Battery,,360.0,Generator,Retired
GANNBG1,VIC1,VKGB1G,GANNBESS,,,,1.007,0.9643,0.9793,0.9773,1.0026,1.029,1.0155,,,,,,,Gannawarra Energy Storage System,,Battery,,30.0,Generator,Retired
BULBESG1,VIC1,VBGT2B,BULGANA,,,,,,,0.8949,0.8839,0.8821,0.8733,,,,,,,Bulgana Green Power Hub,,Battery,,24.0,Generator,Retired
HBESSG1,VIC1,VHW21H,HBESS1,,,,,,,,0.9785,0.9789,0.9804,,,,,,,Hazelwood Battery Energy Storage System,,Battery,,200.0,Generator,Retired
BALBG1,VIC1,VBA21B,BALBESS,,,,0.9948,0.9634,0.9643,0.9573,0.9663,0.9756,0.9713,,,,,,,Ballarat Battery Energy Storage System,,Battery,,30.0,Generator,Retired
PIBESSG1,VIC1,VMWT10,PIBESS,,,,,,,,0.9977,0.9825,0.9848,,,,,,,Phillip Island BESS,,Battery,,7.0,Generator,Retired
FNWF1,VIC1,VTGT6F,FNWF,,,,,,1.0079,1.0035,0.9972,0.9933,0.9993,,,,,,,Ferguson North Wind Farm,Wind,Wind,Wind - Onshore,4.0,Generator,Retired
CHPSTWF1,VIC1,VBAT3C,CHPSTWF,1.0207,1.0209,1.016,1.0016,0.9716,0.9711,0.9699,0.9699,0.9759,0.9718,0.9825,,,0.9825,,,Chepstowe Wind Farm,Wind,Wind,Wind - Onshore,6.15,Generator,Active
BBASEHOS,VIC1,VBAT1H,BBASEHOS,1.0207,1.0209,1.016,1.0016,0.9716,0.9711,0.9699,0.9699,0.9759,0.9718,0.9825,,,0.9825,,,Ballarat Base Hospital Plant,,Fossil,,1.0,Generator,Active
GPWFEL1,,,,,,,,,,,,,,,0.9815,0.9815,,,,,,,,3.0,Generator,Active
GPWFWL1,,,,,,,,,,,,,,,0.9823,0.9823,,,,,,,,3.0,Generator,Active
KIDSPHL1,,,,,,,,,,,,,,,1.0394,1.0394,,,,,,,,160.0,Generator,Active
KIDSPHL2,,,,,,,,,,,,,,,1.0394,1.0394,,,,,,,,160.0,Generator,Active
